Entiteit/Attribuut,Entiteitcode,Attribuutcode,Formaat,Datatype,Codelijst,Naam,Omschrijving;
A,DW,1,TPRCMN,TN..8,P3,,Perc. mantel-toeslag maatschappij,Toeslagpercentage maatschappij  ivm met mantel-  of raamcontract.;
A,DW,1,TBEDMN,TN..15,B2,,Bedrag mantel-toeslag maatschappij,Toeslagbedrag maatschappij ivm mantel- of raamcontract.;
A,DW,1,PTSLTB,N..8,P3,,Percentage toeslag termijnbetaling,Toeslagpercentage ivm termijnbetaling.;
A,DW,1,TTSLTB,N..15,B2,,Trm.bedrag toeslag termijnbetaling,Termijnbedrag toeslag termijnbetaling.;
A,DW,1,NCPRCT,N..8,P3,,Percentage No-claimtoeslag,Percentage No-claimtoeslag.;
A,DW,1,BBTP,N..15,B2,,Bedr. voorber. bruto termijnpremie,Bedrag voorberekende bruto termijnpremie. Op basis hiervan wordt na verrekening van verhogingen of verlagingen het definitieve bedrag bruto termijn premie bepaald (BTP);
A,DW,1,BHBTP,N..15,B2,,Bedr. verhoging ber.bruto trm.premie,Bedrag verhoging berekende bruto termijn premie.;
A,DW,1,PRCHBT,PN..8,P3,,Perc. verhoging ber.bruto trm.premie,Percentage verhoging berekende bruto termijn premie.;
A,DW,1,BLBTP,N..15,B2,,Bedr. verlaging ber.bruto trm.premie,Bedrag verlaging berekende bruto termijn premie.;
A,DW,1,PRCLBT,PN..8,P3,,Perc. verlaging ber.bruto trm.premie,Percentage verlaging berekende bruto termijn premie.;
A,DW,1,PRMPRM,LN..8,A3,,Promillage aanpassing omlaag,Promillage waarmee het voor premieberekening geldende promillage moet worden verlaagd.;
A,DW,1,PRMPRM,HN..8,A3,,Promillage aanpassing omhoog,Promillage waarmee het voor premieberekening geldende promillage moet worden verhoogd.;
A,DW,1,MINBTP,N..15,B2,,Minimaal bruto termijn premie bedrag,Minimaal bruto termijn premie bedrag.;
A,DW,1,BHERB,N..15,B2,,Bedrag verhoging eigen risico bedrag,Bedrag verhoging eigen risico bedrag.;
A,DW,1,BLERB,N..15,B2,,Bedrag verlaging eigen risico bedrag,Bedrag verlaging eigen risico bedrag.;
"A,DW,1,HLOMS,AN..70,,,""Reden van verhoging/verlaging, oms."",Omschrijving van de reden van de verhoging of verlaging.";
A,DW,1,COLFAC,TN..8,P3,,Perc. collectiviteitfactor,Factor van de collectiviteitskorting of -toeslag. Factor waarmee gerekend wordt tbv aangepaste tarieven binnen een collectief.;
"A,DW,1,WPREMB,PAN..5,,ADNPBP,""Wijze premieberekening prol., code"",Gecodeerde aanduiding van de wijze van premieberekening tijdens prolongatie.";
"A,DW,1,CORFAC,TN..8,P3,,Correctiefactor verzekeraar,""Percentuele factor van de correctiekorting of correctietoeslag op de premie door verzekeraar. Een factor van 120% is 20% toeslag, een factor van 80% is 20% korting.""";
A,DW,1,AGTKRT,N..15,B2,,Aangeleverd termijnbedrag korting,Aangeleverd termijnbedrag korting voor berekening definitieve termijnbedrag korting.;
A,DW,1,AGTTSL,N..15,B2,,Aangeleverd termijnbedrag toeslag,Aangeleverd termijnbedrag toeslag voor berekening definitieve termijnbedrag toeslag.;
A,DW,1,AGMAKR,TN..15,B2,,Aangeleverd bedrag mantel-korting,Aangeleverd bedrag mantel-korting (collectiviteitskorting) voor berekening definitieve bedrag mantel-korting.;
A,DW,1,AGMATS,LN..15,B2,,Aangeleverd bedrag mantel-toeslag,Aangeleverd bedrag mantel-toeslag (collectiviteitstoeslag) voor berekening definitieve bedrag mantel-toeslag.;
A,DW,1,DEKOMS,AN..70,,,Dekkingsomschrijving,Dekkingsomschrijving;
A,DW,1,TEKST,AN..999,ME,,Tekst,Tekst.;
"A,DW,1,DATLEV,AN..5,,ADNDAL,""Dataleverancier, code"",Gecodeerde aanduiding van dataleveranciers in de keten.";
A,DW,1,AANTZW,N..15,A0,,Aantal te verzekeren zaakwaarnemers,;
A,DW,1,MVZZAA,AN1,JN,ADNLOG,Mvz. zakelijk adm. assistent J/N,Zakelijk administratieve assistent meeverzekeren?;
E,ZK,1,,,,,DEKKING ZIEKTEKOSTEN,;
A,ZK,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,ZK,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
"A,ZK,1,VOLGNU,MN..3,,,Volgnummer,""Indien de entiteit herhalend voorkomt, dan maakt de combinatie entiteitscode + volgnummer de entiteit uniek. Verplicht vullen met '1' indien niet meer dan éénmaal dezelfde entiteit voorkomt.""";
A,ZK,1,ENTREF,AN..70,,,Entiteitsreferentie,Entiteitsreferentie is een unieke referentie sleutel die aan een entiteit wordt toegekend.;
A,ZK,1,INTKEY,AN..35,,,Interne sleutel,Interne sleutel.;
"A,ZK,1,RELTOT,AN..2,,ADNENT,""Relatie tot, code"",Code van bovenliggende entiteit waar onderliggende entiteit naar verwijst. Bij herhaling ook het volgnummer (RELVNR) van de entiteit opnemen. Bij EDIFACT deze relaties verplicht definiëren.";
"A,ZK,1,RELVNR,N..3,,,""Relatie tot, volgnummer"",Volgnummer van de bovenliggende herhalende entiteit waar de onderliggende entiteit (via RELTOT) naar verwijst. Bij EDIFACT deze relaties verplicht definiëren.";
"A,ZK,1,RELVRH,AN..2,,ADNENT,""Relatie verhouding tot, code"",Code om expliciet te verwijzen naar een entiteit op hetzelfde niveau. Bij herhalende entiteiten ook het volgnummer (RELVVNR) opnemen. Alleen gebruikt binnen specifieke werkgebieden.";
"A,ZK,1,RELVVN,RN..3,,,""Relatie verhouding tot, volgnummer"",Volgnummer van een herhalende entiteit waar een andere entiteit op hetzelfde niveau expliciet (via RELVRH) naar verwijst. Alleen gebruikt binnen specifieke werkgebieden.";
A,ZK,1,CODE,AN..5,,ADNDEK,Dekkingscode,Deze gestandaardiseerde code geeft aan: de soort dekking en tegen welke risico’s de dekking is/wordt afgesloten. Vaak een verzamelcode van een dekking tegen verschillende risico’s.;
"A,ZK,1,MYCODE,AN..5,,ADNMCD,""Dekkingscode maatschappij, code"",Met deze code kan de maatschappij een maatschappij specifieke naam (gecodeerd) geven aan de Dekkingscode (XX_CODE).";
A,ZK,1,INGDAT,N8,D1,,Ingangsdatum,Datum waarop de gegevens van deze entiteit van kracht worden/zijn geworden.;
A,ZK,1,PRODUC,TAN..15,,,Productcode maatschappij,Productcode die door de maatschappij gebruikt wordt. Deze codering dient bilateraal afgesproken te worden tussen tussenpersoon en maatschappij.;
A,ZK,1,PRDTOM,SAN..70,,,Produktomschrijving maatschappij,Produktomschrijving die door de maatschappij gebruikt wordt.;
A,ZK,1,DEKACT,AN1,JN,ADNLOG,Dekking actief J/N,Indicatie of de dekking actief is.;
A,ZK,1,PRODNM,AN..70,,,Productnaam maatschappij,Productnaam maatschappij.;
A,ZK,1,HFDDEK,AN1,JN,ADNLOG,Hoofddekking J/N,Indicatie dat de dekking hoofddekking van het contract is.;
A,ZK,1,GADEKC,DAN..10,,,Volmacht dekkingscode,Dekkingscode van de gevolmachtigde agent.;
"A,ZK,1,GADEKC,OAN..70,,,""Volmacht dekkingscode, omschr."",Dekkingscode omschrijving van de gevolmachtigde agent.";
A,ZK,1,VGBRA,AN..5,,,Volmachtgever branchecode,Branchecode van de volmachtgever.;
"A,ZK,1,GEBIED,AN..2,,ADNDKG,""Dekkingsgebied, code"",Gecodeerde aanduiding van het dekkingsgebied.";
"A,ZK,1,GSS,AN1,,ADNGEZ,""Verzekerde gezinssamenstelling, code"",Gecodeerde aanduiding van de verzekerde gezinssamenstelling.";
"A,ZK,1,BTWCD,AN1,,ADNIEB,""Bedragen zijn incl./excl. BTW, code"",Code om aan te geven of de bedragen inclusief of exclusief btw zijn.";
"A,ZK,1,COMBIN,AAN1,,ADNCVB,""Combinatie verzekerde bedragen, code"",Geeft de combinatie van verzekerde bedragen aan die gekozen wordt. Invullen zoals gebruikelijk was op het desbetreffende aanvraagformulier.";
A,ZK,1,VERZSO,MN..15,B2,,Verzekerde som,Het maximale bedrag aan schade dat de verzekeraar uitkeert bij een verzekerd voorval.;
"A,ZK,1,VBDROM,SAN..2,,ADNOVB,""Soort verzekerd bedrag, code"",Soort verzekerd bedrag.";
"A,ZK,1,TARIEF,AN..5,,ADNTAR,""Tariefsoort, code"",Code om de tariefsoort aan te geven.";
"A,ZK,1,GEBIED,TAN..70,,,""Dekkingsgebied, toelichting"",Toelichting bij het dekkingsgebied.";
A,ZK,1,ERB,N..15,B2,,Bedrag eigen risico,Bedrag eigen risico.;
A,ZK,1,AFKSER,AN1,JN,ADNLOG,Afkoop eigen risico J/N,Indicatie of het eigen risico is afgekocht.;
A,ZK,1,VEERB,N..15,B2,,Bedrag vrijwillig extra eigen risico,Bedrag vrijwillig extra eigen risico.;
A,ZK,1,VEEROM,SAN..70,,,Omschr.vrijwillig extra eigen risico,Omschrijving van het vrijwillig extra eigen risico.;
A,ZK,1,ERSTPV,WAN1,JN,ADNLOG,Eigen risico conf.stand.polisvrw.J/N,Eigen risico conform standaard polisvoorwaarden.;
A,ZK,1,ERVHBE,PAN1,JN,ADNLOG,Eigen risico verhogen J/N,Eigen risico verhogen b.v. vanwege beperkingen?;
A,ZK,1,ERVERP,LAN1,JN,ADNLOG,Verplicht eigen risico J/N,Indicatie of sprake is van verplicht eigen risico.;
A,ZK,1,ERLAGE,RAN1,JN,ADNLOG,Eigen risico verlagen J/N,Indicatie of het eigen risico is verlaagd.;
A,ZK,1,EROMS,AN..70,,,Omschrijving eigen risico,Omschrijving van het eigen risico.;
A,ZK,1,INDEX,AN1,JN,ADNLOG,Geindexeerd J/N,Bij indexering/klimming wordt bij prolongatie op hoofdvervaldatum de verzekerde som en/of de premie aangepast.;
A,ZK,1,INDPER,CN..8,P3,,Indexpercentage,Procentuele stijging (evt. daling) van de verzekerde som en/of premie met ingang van de indexeringsdatum.;
A,ZK,1,INDDAT,N8,D1,,Indexeringsdatum,Dit is de eerstkomende datum waarop de waarde-aanpassing van de verzekerde som en/of premie volgens de (overeengekomen) index ingaat. Alleen invullen indien afwijkend v/d hoofdvervaldatum.;
A,ZK,1,INDCYF,N..8,,,Indexcijfer,De premie van een indexpolis wordt elk jaar aangepast aan de stijging van het berekende indexcijfer.;
"A,ZK,1,INDEXB,RAN..5,,AFDIXB,""Indexeringsbron, code"",Gecodeerde lijst met indexeringsbronnen. Elke code bevat de bron gevolgd door een component (bijvoorbeeld bouwkosten) en het jaar waar het indexcijfer 100 is.";
"A,ZK,1,BTP,N..15,B2,,Termijnbedrag bruto premie,""De brutopremie gerelateerd aan de """"Premiebetaaltermijn in maanden"""".""";
"A,ZK,1,TKRT,N..15,B2,,Termijnbedrag korting,""Kortingen die in rekening worden gebracht. Dit bedrag is gerelateerd aan de """"Premiebetaaltermijn in maanden"""". Alle verschillende soorten kortingen worden opgeteld in dit bedrag weergegeven.""";
"A,ZK,1,TKST,N..15,B2,,Termijnbedrag kosten,""Extra kosten die in rekening worden gebracht. Dit bedrag is gerelateerd aan de """"Premiebetaaltermijn in maanden"""". Alle verschillende soorten kosten worden opgeteld in dit bedrag weergegeven.""";
"A,ZK,1,TTSL,N..15,B2,,Termijnbedrag toeslag,""Toeslagen die in rekening worden gebracht. Dit bedrag is gerelateerd aan de """"Premiebetaaltermijn in maanden"""". Alle verschillende soorten toeslagen worden opgeteld in dit bedrag weergegeven.""";
"A,ZK,1,TASS,N..15,B2,,Termijnbedrag assurantiebelasting,""De assurantiebelasting is gerelateerd aan """"Premiebetaaltermijn in maanden"""".""";
A,ZK,1,TTOT,N..15,B2,,Termijnbedrag totaal,Termijnbedrag totaal.;
"A,ZK,1,TTSLBM,N..15,B2,,Termijnbedrag toeslag B/M,""Termijnbedrag toeslag Bonus/malus. Dit bedrag is gerelateerd aan de """"Premiebetaaltermijn in maanden"""".""";
"A,ZK,1,TTSLWT,ZN..15,B2,,Termijnbedrag toeslag WTZ,""Termijnbedrag wettelijke toeslag ziektekosten. Dit bedrag is gerelateerd aan de """"Premiebetaaltermijn in maanden"""".""";
"A,ZK,1,TTSLMO,ON..15,B2,,Termijnbedrag toeslag MOOZ,""Dit bedrag is gerelateerd aan de """"Premiebetaaltermijn in maanden"""".""";
"A,ZK,1,TKRTBM,N..15,B2,,Termijnbedrag korting B/M Noclaim,""Termijnbedrag Bonus/Malus/Noclaim-korting. Dit bedrag is gerelateerd aan de """"Premiebetaaltermijn in maanden"""".""";
"A,ZK,1,TPAKKR,TN..15,B2,,Termijnbedrag pakketkorting,""Pakketkorting die door de verzekeringsmaatschappij of gevolmachtigde in rekening wordt gebracht. Dit bedrag is gerelateerd aan de """"Premiebetaaltermijn in maanden"""".""";
"A,ZK,1,TPP,N..15,B2,,Termijnbedrag prolongatieprovisie,""Het bedrag prolongatieprovisie gerelateerd aan de """"Premiebetaaltermijn in maanden"""".""";
"A,ZK,1,ATPROV,N..15,B2,,Termijnbedrag afsluitprovisie,""Het bedrag afsluitprovisie gerelateerd aan de """"Premiebetaaltermijn in maanden"""".""";
"A,ZK,1,TINV,N..15,B2,,Termijnbedrag incassovergoeding,""Kosten die bij de tussenpersoon in rekening worden gebracht indien de verzekeringsmaatschappij of gevolmachtigde incasseert. Het bedrag is gerelateerd aan de """"Premiebetaaltermijn in maanden""""""";
"A,ZK,1,NTP,N..15,B2,,Netto termijn premie,""Termijnbedrag wat de eindklant gaat betalen per termijn, exclusief kosten en assurantiebelasting, maar inclusief de kortingen en toeslagen.""";
A,ZK,1,NJP,N..15,B2,,Netto jaarpremie,De premie voor deze dekking op jaarbasis voor de berekening van de kosten en assurantiebelasting.;
"A,ZK,1,NTPVPK,N..15,B2,,Netto trm. premie voor pakketkorting,""Termijnbedrag wat de eindklant gaat betalen per termijn, exclusief kosten en assurantiebelasting, maar inclusief de kortingen en toeslagen maar exclusief pakketkorting.""";
"A,ZK,1,NTPEXC,PN..15,B2,,Netto termijn premie excl. provisie,""Termijnbedrag wat de eindklant gaat betalen per termijn, exclusief kosten, assurantiebelasting en provisie.""";
A,ZK,1,BJP,N..15,B2,,Bedrag Bruto jaarpremie,Bedrag bruto jaarpremie.;
A,ZK,1,TWBMNC,N..15,B2,,Termijnbedrag w.o. BM/NoCl-krt./-tsl,Termijnbedrag waarover Bonus/Malus danwel NoClaim-korting of -toeslag wordt berekend.;
A,ZK,1,BMNAAN,DN..2,,,B/M trede,Het nummer van de Bonus/Malus trede.;
A,ZK,1,NCAAND,N..2,,,NoClaim trede,Het nummer van de NoClaim trede;
A,ZK,1,BMPERC,N..8,P3,,Percentage B/M,De waarde 80% wil zeggen dat er een korting van 20% is en de waarde 120% wil zeggen dat er een toeslag van 20% is.;
"A,ZK,1,SCHDVR,YN..15,A0,,""Aantal schadevr.jaren B/M, Noclaim"",Het aantal schadevrije jaren zoals aanwezig op de bonus/malus of noclaim verklaring.";
A,ZK,1,NCPRC,N..8,P3,,Percentage No-claimkorting,Percentage No-claimkorting.;
A,ZK,1,PRVKOR,TN..8,P3,,Percentage extra korting,Percentage door het intermediair verleende korting.;
A,ZK,1,SCHLDS,N..15,A0,,Aantal schuldschaden afgel. periode,Aantal schuldschaden afgelopen periode. Wordt gebruikt om de nieuwe Bonus/Malus trede en -percentage te berekenen en wordt op nul gezet na gebruik.;
"A,ZK,1,TAFWSB,MN..2,,,Afwijking op standaard BM-trede,""Aantal treden afwijking op standaard BM-trede. Een lagere trede is negatief, een hogere trede is positief.""";
"A,ZK,1,PAFWSB,MN..8,P3,,Perc. afw. standaard BM-inschaling,""Het afwijkingspercentage op de standaard BM-inschaling. Bij korting negatief, bij toeslag positief percentage.""";
A,ZK,1,TAP,N..15,B2,,Totaalbedrag afsluitprovisie,Het totaalbedrag afsluitprovisie voor dit contract.;
A,ZK,1,GRNDAF,N..15,B2,,Bedrag grondslag afsluitprovisie,Bedrag grondslag afsluitprovisie.;
A,ZK,1,GRNDPR,N..15,B2,,Bedrag grondslag prolongatieprovisie,Bedrag grondslag prolongatieprovisie.;
"A,ZK,1,TAC,AN..2,,PORPRO,""Afsluitprovisie, code"",""Een aanduiding van de wijze waarop het """"Totaalbedrag afsluitprovisie"""" wordt berekend.""";
"A,ZK,1,TPC,AN..2,,PORPRO,""Prolongatieprovisie, code"",""Een aanduiding van de wijze waarop het """"Totaalbedrag prolongatieprovisie"""" wordt berekend.""";
A,ZK,1,APRC,N..8,P3,,Percentage afsluitprovisie,Percentage afsluitprovisie.;
A,ZK,1,PPRC,N..8,P3,,Percentage prolongatieprovisie,Percentage prolongatieprovisie.;
A,ZK,1,IPRC,N..8,P3,,Percentage incassovergoeding,Percentage incassovergoeding.;
"A,ZK,1,RETOUR,EN..15,B2,,Bedrag eenmalige retourprovisie,""Het bedrag dat de tussenpersoon eenmalig als korting aan de eindconsument geeft, betaald uit zijn afsluitprovisie.""";
"A,ZK,1,TBEHPR,VN..15,B2,,Termijnbedrag retourprovisie,""Het bedrag dat de tussenpersoon als korting op het  termijnbedrag aan de eindconsument geeft, betaald uit zijn beheerprovisie.""";
A,ZK,1,PRCRET,PN..8,P3,,Percentage retourprovisie,Percentage retourprovisie.;
A,ZK,1,MAXPPR,VN..8,P3,,Max. percentage provisie retour,Het percentage van de standaard provisie dat het intermediair maximaal kan inleveren.;
A,ZK,1,DPRC,N..8,P3,,Perc. doorlopende provisie,Percentage doorlopende provisie.;
A,ZK,1,PCINRD,PN..8,P3,,Perc. inruil doorlopende provisie,Percentage inruil doorlopende provisie;
A,ZK,1,TTPPRV,N..15,B2,,Totaal provisie tussenpersoon,Totaal provisie tussenpersoon.;
A,ZK,1,GWPROV,PN..8,P3,,Gewenst provisie percentage,Het door het intermediair gewenst provisie percentage.;
A,ZK,1,PRVKRT,DN8,D1,,Datum tot provisiekorting,Datum tot wanneer de provisiekorting geldt.;
A,ZK,1,BEAFPR,VN..15,B2,,Bedrag eenmalige afsluitprovisie,Dit bedrag is inbegrepen bij totaalbedrag afsluitprovisie.;
A,ZK,1,TDAP,N..15,B2,,Termijnbedrag doorl.afsluitprovisie,Termijnbedrag doorlopende afsluitprovisie. Dit bedrag is inbegrepen bij totaalbedrag afsluitprovisie.;
A,ZK,1,AANTDA,PN..15,A0,,Aantal trm. doorl. afsluitprovisie,Aantal termijnen doorlopende afsluitprovisie.;
A,ZK,1,INGDDA,PN8,D1,,Ingangsdatum doorl. afsluitprovisie,Ingangsdatum doorlopende afsluitprovisie.;
A,ZK,1,UTRMDA,PN..15,A0,,Uitk.trm trm.bedr.doorl. afsluitprv,Uitkeringstermijn termijnbedrag doorlopende afsluitprovisie in maanden.;
A,ZK,1,VMAPRC,N..8,P3,,Perc. afsluitprovisie gevolmachtigde,Percentage afsluitprovisie gevolmachtigde.;
A,ZK,1,VMPPRC,N..8,P3,,Perc. prol. provisie gevolmachtigde,Percentage prolongatie provisie gevolmachtigde;
A,ZK,1,VMTPP,N..15,B2,,Termijnbedrag prol. provisie gevolm.,Termijnbedrag prolongatie provisie gevolmachtigde.;
A,ZK,1,VMTAP,N..15,B2,,Totaalbedrag afsluitprovisie gevolm.,Totaalbedrag afsluitprovisie gevolmachtigde.;
"A,ZK,1,TVVASS,N..15,B2,,Termijnbedrag vrij van ass.belasting,""Het bedrag waarover geen assurantiebelasting wordt berekend. Dit bedrag is gerelateerd aan de """"Premiebetaaltermijn in maanden"""".""";
A,ZK,1,ASSPER,N..8,P3,,Percentage assurantiebelasting,Percentage assurantiebelasting.;
A,ZK,1,PREMBE,LN..15,B2,,Bedrag premie belast,Premiebedrag dat belast is met assurantiebelasting.;
A,ZK,1,PRMBBT,WN..15,B2,,BTW-Bedrag per premietermijn,BTW-bedrag per premietermijn. Deze kosten zijn in de premie verwerkt en moeten t.b.v. kostentransparantie inzichtelijk zijn.;
A,ZK,1,TARDAT,N8,D1,,Tariefdatum,De datum waarop het toegepaste tarief is ingegaan. De tariefdatum zal altijd kleiner zijn dan of gelijk zijn aan de datum waarop de dekking ingaat (ingangs-/ wijzigingsdatum).;
A,ZK,1,TTEKC,N..15,B2,,Termijnbedrag Volmachtbeloning,Termijnbedrag Volmachtbeloning.;
A,ZK,1,PRCTEK,CN..8,P3,,Percentage Volmachtbeloning,Percentage Volmachtbeloning. O.a. tbv volmachtrapportage.;
A,ZK,1,TPKRTV,MN..15,B2,,Trm.bdr. prm.kort. maatschappij,Termijnbedrag premiekorting maatschappij. Dit bedrag is inbegrepen bij termijnbedrag korting.;
A,ZK,1,PKRTVM,PN..8,P3,,Perc. premiekorting maatschappij,Percentage premiekorting maatschappij.;
A,ZK,1,TPKRTT,PN..15,B2,,Trm.bdr. prm.kort. tussenpersoon,Termijnbedrag premiekorting tussenpersoon. Dit bedrag is inbegrepen bij termijnbedrag korting.;
A,ZK,1,PKRTTP,PN..8,P3,,Perc. premiekorting tussenpersoon,Percentage premiekorting tussenpersoon.;
A,ZK,1,WNKRTP,N..8,P3,,Perc. personeelskorting,Percentage personeelskorting.;
A,ZK,1,PKRTDL,N..8,P3,,Perc. gedeelde korting,Zowel het intermediair als verzekeraar geven een gelijk percentage aan korting.;
A,ZK,1,PRCPKK,TN..8,P3,,Percentage pakketkorting,Percentage pakketkorting.;
A,ZK,1,KPRCMN,TN..8,P3,,Perc. mantel-korting maatschappij,Kortingspercentage ivm met mantel- of raamcontract (incl. collectiviteit).;
A,ZK,1,KBEDMN,TN..15,B2,,Bedrag mantel-korting maatschappij,Kortingsbedrag ivm met mantel- of raamcontract (incl. collectiviteit).;
A,ZK,1,PKRTTB,N..8,P3,,Percentage korting termijnbetaling,Kortingspercentage ivm termijnbetaling.;
A,ZK,1,TKRTTB,N..15,B2,,Trm.bedrag korting termijnbetaling,Termijnbedrag korting termijnbetaling.;
A,ZK,1,RETPRC,N..8,P3,,Perc. provisiekorting tp,Het percentage van de provisie dat als korting wordt gegeven door de tussenpersoon.;
A,ZK,1,TRETPR,CN..15,B2,,Termijnbedrag provisiekorting tp,Termijnbedrag van de provisie dat als korting wordt gegeven door de tussenpersoon.;
"A,ZK,1,BAFWST,N..15,B2,,Bedrag afwijk. op standaard tarief,""Het verschil tussen de door de verzekeraar vastgestelde bruto premie en de door de volmacht aan de klant doorberekende bruto premie. Bij korting negatief, bij toeslag positief bedrag.""";
"A,ZK,1,PAFWST,N..8,P3,,Percentage afw. op standaard tarief,""Het percentuele verschil tussen de door de verzekeraar vastgestelde bruto premie en de door volmacht aan de klant doorberekende bruto premie. Bij korting negatief, bij toeslag positief perc.""";
A,ZK,1,TCORBD,RN..15,B2,,Toegepast correctiebedrag,Toegepast correctiebedrag bij standaard verrekening. Een korting of opslag na herberekening premie.;
